replication,success_rate,completed,cancelled,failures,resource_utilization,requested_jobs,completed_jobs,assumed_jobs,waiting_jobs,working_jobs,wait_aircraft_hours,work_aircraft_hours,wait_resource_aircraft_hours,wait_shift_aircraft_hours,daily_assumed_ready_aircraft
283,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
284,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
285,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
286,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
287,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
288,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
289,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
290,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
291,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
292,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
293,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
294,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
295,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
296,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
297,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
298,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
299,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
300,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
301,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
302,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
303,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
304,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
305,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
306,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
307,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
308,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
309,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
310,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
311,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
312,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
313,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
314,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
315,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
316,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
317,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
318,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
319,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
320,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
321,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
322,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
323,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
324,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
325,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
326,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
327,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
328,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
329,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
330,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
331,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
332,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
333,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
334,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
335,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
336,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
337,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
338,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
339,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
340,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
341,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
342,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
343,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
344,0.7777777777777778,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
345,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
346,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
347,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
348,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
349,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
350,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
351,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
352,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
353,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
354,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
355,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
356,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
357,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
358,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
359,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
360,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
361,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
362,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
363,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
364,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
365,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
366,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
367,0.8888888888888888,8,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
368,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
369,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
370,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
371,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
372,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
373,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
374,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
375,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
376,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
377,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
378,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
379,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
380,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
381,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
382,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
383,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
384,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
385,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
386,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
387,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
388,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
389,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
390,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
391,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
392,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
393,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
394,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
395,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
396,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
397,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
398,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
399,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
400,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
401,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
402,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
403,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
404,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
405,0.7777777777777778,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
406,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
407,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
408,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
409,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
410,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
411,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
412,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
413,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
414,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
415,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
416,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
417,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
418,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
419,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
420,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
421,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
422,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
423,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
424,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
425,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
426,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
427,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
428,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
429,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
430,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
431,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
432,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
433,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
434,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
435,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
436,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
437,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
438,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
439,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
440,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
441,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
442,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
443,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
444,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
445,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
446,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
447,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
448,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
449,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
450,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
451,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
452,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
453,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
454,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
455,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
456,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
457,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
458,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
459,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
460,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
461,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
462,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
463,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
464,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
465,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
466,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
467,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
468,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
469,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
470,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
471,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
472,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
473,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
474,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
475,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
476,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
477,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
478,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
479,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
480,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
481,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
482,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
483,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
484,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
485,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
486,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
487,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
488,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
489,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
490,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
491,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
492,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
493,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
494,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
495,1.0,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
496,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
497,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
498,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
499,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
500,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
501,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
502,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
503,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
504,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
505,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
506,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
507,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
508,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
509,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
510,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
511,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
512,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
513,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
514,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
515,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
516,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
517,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
518,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
519,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
520,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
521,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
522,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
523,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
524,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
525,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
526,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
527,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
528,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
529,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
530,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
531,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
532,0.8888888888888888,8,0,1,0.031249999999999993,18,18,0,0,0,0.0,8.999999999999998,0.0,0.0,36
533,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
534,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
535,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
536,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
537,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
538,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
539,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
540,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
541,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
542,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
543,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
544,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
545,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
546,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
547,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
548,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
549,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
550,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
551,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
552,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
553,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
554,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
555,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
556,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
557,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
558,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
559,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
560,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
561,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
562,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
563,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
564,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
565,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
566,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
567,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
568,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
569,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
570,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
571,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
572,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
573,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
574,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
575,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
576,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
