replication,success_rate,completed,cancelled,failures,resource_utilization,requested_jobs,completed_jobs,assumed_jobs,waiting_jobs,working_jobs,wait_aircraft_hours,work_aircraft_hours,wait_resource_aircraft_hours,wait_shift_aircraft_hours,daily_assumed_ready_aircraft
577,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
578,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
579,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
580,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
581,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
582,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
583,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
584,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
585,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
586,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
587,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
588,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
589,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
590,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
591,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
592,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
593,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
594,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
595,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
596,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
597,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
598,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
599,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
600,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
601,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
602,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
603,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
604,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
605,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
606,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
607,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
608,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
609,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
610,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
611,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
612,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
613,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
614,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
615,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
616,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
617,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
618,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
619,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
620,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
621,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
622,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
623,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
624,0.8888888888888888,8,0,1,0.031249999999999993,18,18,0,0,0,0.0,8.999999999999998,0.0,0.0,36
625,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
626,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
627,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
628,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
629,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
630,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
631,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
632,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
633,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
634,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
635,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
636,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
637,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
638,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
639,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
640,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
641,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
642,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
643,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
644,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
645,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
646,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
647,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
648,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
649,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
650,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
651,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
652,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
653,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
654,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
655,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
656,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
657,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
658,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
659,0.8888888888888888,7,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
660,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
661,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
662,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
663,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
664,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
665,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
666,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
667,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
668,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
669,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
670,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
671,0.6666666666666666,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
672,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
673,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
674,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
675,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
676,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
677,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
678,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
679,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
680,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
681,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
682,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
683,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
684,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
685,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
686,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
687,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
688,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
689,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
690,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
691,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
692,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
693,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
694,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
695,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
696,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
697,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
698,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
699,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
700,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
701,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
702,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
703,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
704,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
705,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
706,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
707,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
708,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
709,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
710,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
711,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
712,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
713,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
714,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
715,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
716,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
717,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
718,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
719,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
720,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
721,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
722,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
723,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
724,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
725,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
726,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
727,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
728,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
729,0.7777777777777778,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
730,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
731,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
732,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
733,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
734,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
735,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
736,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
737,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
738,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
739,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
740,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
741,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
742,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
743,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
744,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
745,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
746,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
747,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
748,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
749,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
750,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
751,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
752,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
753,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
754,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
755,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
756,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
757,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
758,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
759,0.8888888888888888,8,0,1,0.03125000000000001,18,18,0,0,0,0.0,9.000000000000002,0.0,0.0,36
760,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
761,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
762,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
763,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
764,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
765,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
766,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
767,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
768,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
769,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
770,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
771,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
772,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
773,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
774,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
775,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
776,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
777,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
778,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
779,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
780,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
781,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
782,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
783,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
784,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
785,0.7777777777777778,6,0,3,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
786,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
787,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
788,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
789,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
790,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
791,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
792,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
793,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
794,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
795,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
796,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
797,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
798,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
799,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
800,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
801,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
802,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
803,1.0,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
804,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
805,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
806,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
807,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
808,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
809,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
810,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
811,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
812,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
813,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
814,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
815,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
816,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
817,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
818,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
819,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
820,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
821,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
822,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
823,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
824,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
825,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
826,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
827,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
828,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
829,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
830,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
831,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
832,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
833,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
834,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
835,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
836,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
837,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
838,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
839,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
840,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
841,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
842,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
843,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
844,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
845,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
846,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
847,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
848,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
849,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
850,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
851,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
852,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
853,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
854,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
855,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
856,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
857,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
858,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
859,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
860,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
861,0.7777777777777778,7,0,2,0.03125000000000001,18,18,0,0,0,0.0,9.000000000000002,0.0,0.0,36
862,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
863,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
864,0.8888888888888888,8,0,1,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
865,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
866,0.7777777777777778,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
867,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
868,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
869,0.8888888888888888,7,0,2,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
870,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
871,1.0,9,0,0,0.03125,18,18,0,0,0,0.0,9.0,0.0,0.0,36
