replication,availability,failures,effective_supply_aircraft_hours,fulfillment,requested,started,completed,aborted,cancelled,aircraft_sorties,completed_aircraft_sorties,preparation_aircraft_hours,ready_aircraft_hours,all_completed,out_aircraft_hours,on_station_aircraft_hours,return_aircraft_hours,abort_return_aircraft_hours,successful,requested_aircraft_sorties,successful_aircraft_sorties,started_rate,success_rate,completion_rate,all_successful
119,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
120,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
121,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
122,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
123,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
124,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
125,0.9801608331361312,1,35.10564523511658,0.6501045413910478,9,6,5,1,3,12,10,9.0,79.5903373540446,0,6.0,24.0,6.0,0.8943547648834169,6,18,12,0.6666666666666666,0.6666666666666666,0.5555555555555556,0
126,0.9903732031956048,1,30.14840651199647,0.5583038242962309,9,6,5,1,3,12,10,9.0,86.39113149217239,0,5.14840651199647,20.0,5.14840651199647,0.1484065119964697,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
127,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
128,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
129,0.9919122277243427,1,31.180907662764085,0.5774242159771127,9,6,5,1,3,12,10,9.0,85.15445312954125,0,6.0,20.180907662764085,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
130,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
131,0.9887101227297705,1,32.61745168784758,0.6040268831082884,9,6,5,1,3,12,10,9.0,83.25680598523937,0,6.0,21.617451687847577,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
132,0.9895613847210334,1,32.56024199016062,0.6029674442622337,9,6,5,1,3,12,10,9.0,83.4365974096682,0,6.0,21.56024199016062,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
133,0.9929819639139872,1,32.811035597839236,0.6076117703303562,9,6,5,1,3,12,10,9.0,83.67836720577492,0,6.0,21.811035597839236,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
134,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
135,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
136,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
137,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
138,0.985977057768861,1,31.76809868290303,0.5882981237574635,9,6,5,1,3,12,10,9.0,83.71259763581295,0,6.0,20.76809868290303,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
139,0.9919250878110135,1,32.78267758113154,0.6070866218728063,9,6,5,1,3,12,10,9.0,83.5545350636544,0,6.0,21.782677581131537,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
140,0.9931551615294487,1,31.84685679427399,0.5897566073013701,9,6,5,1,3,12,10,9.0,84.66748646596662,0,6.0,20.84685679427399,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
141,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
142,0.9831797717461337,1,31.554594902606922,0.5843443500482763,9,6,5,1,3,12,10,9.0,83.52329222883633,0,6.0,20.554594902606922,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
143,0.9944531260998623,1,32.49814040283905,0.6018174148673898,9,6,5,1,3,12,10,9.0,84.20310975554112,0,6.0,21.49814040283905,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
144,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
145,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
146,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
147,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
148,0.9886050473198296,1,34.286069828797906,0.634927219051813,9,6,5,1,3,12,10,9.0,81.57305698525757,0,6.0,23.286069828797906,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
149,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
150,0.9849832712400697,1,32.21645226958802,0.5966009679553337,9,6,5,1,3,12,10,9.0,83.12113878898202,0,6.0,21.216452269588014,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
151,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
152,0.9804399010127612,2,28.710056167704252,0.531667706809338,9,6,4,2,3,12,8,9.0,85.73444450846698,0,5.477690139332779,19.232366028371473,5.477690139332779,1.477690139332779,4,18,8,0.6666666666666666,0.4444444444444444,0.4444444444444444,0
153,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
154,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
155,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
156,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
157,0.9871246019558478,1,32.320015084519724,0.5985187978614763,9,6,5,1,3,12,10,9.0,83.32592759712236,0,6.0,21.320015084519724,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
158,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
159,0.987704470372187,1,35.068134997253246,0.6494099073565416,9,6,5,1,3,12,10,9.0,80.69537623496831,0,6.0,24.0,6.0,0.9318650027467541,6,18,12,0.6666666666666666,0.6666666666666666,0.5555555555555556,0
160,0.9812192606498699,1,30.622235609741026,0.5670784372174263,9,6,5,1,3,12,10,9.0,84.36222011896974,0,5.6222356097410255,20.0,5.6222356097410255,0.6222356097410255,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
161,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
162,0.9864469943084093,1,33.56315931477589,0.6215399873106646,9,6,5,1,3,12,10,9.0,81.98520786563503,0,6.0,22.563159314775884,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
163,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
164,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
165,0.9931382213005511,1,33.889844887917434,0.6275897201466192,9,6,5,1,3,12,10,9.0,82.62205897936192,0,6.0,22.889844887917434,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
166,0.9856273596613015,1,32.833981373426994,0.6080366921004999,9,6,5,1,3,12,10,9.0,82.59635841780045,0,6.0,21.833981373426994,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
167,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
168,0.9816807665713415,1,34.265960643116124,0.6345548267243727,9,6,5,1,3,12,10,9.0,80.59606974315705,0,6.0,23.265960643116124,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
169,0.9730233756329931,2,29.93990242963903,0.554442637585908,9,6,4,2,3,12,8,9.0,83.17546366151197,0,6.0,19.93990242963903,6.0,2.0,4,18,8,0.6666666666666666,0.4444444444444444,0.4444444444444444,0
170,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
171,0.9558365406349216,1,32.45258227356726,0.6009737458068011,9,6,5,1,3,12,10,9.0,78.68787957786147,0,6.0,21.45258227356726,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
172,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
173,0.9875290974600861,1,32.100203506497195,0.5944482130832814,9,6,5,1,3,12,10,9.0,83.60398652775523,0,6.0,21.100203506497195,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
174,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
175,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
176,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
177,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
178,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
179,0.9919031731336394,1,33.54596100736997,0.6212215001364809,9,6,5,1,3,12,10,9.0,82.78809592387411,0,6.0,22.545961007369968,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
180,0.9574418801980085,2,33.199878031481575,0.6148125561385477,9,6,4,2,3,12,8,9.0,77.67175271703164,0,6.0,23.199878031481575,6.0,2.0,4,18,8,0.6666666666666666,0.4444444444444444,0.4444444444444444,0
181,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
182,0.972191164582203,1,32.95148058744318,0.61021260347117,9,6,5,1,3,12,10,9.0,80.54404711239405,0,6.0,21.95148058744318,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
183,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
184,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
185,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
186,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
187,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
188,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
189,0.9902178635738126,1,34.277465754129,0.6347678843357222,9,6,5,1,3,12,10,9.0,81.81390660050002,0,6.0,23.277465754129,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
190,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
191,0.9970752532252953,1,30.598260860018712,0.5666344603707169,9,6,5,1,3,12,10,9.0,86.68144517441445,0,5.598260860018712,20.0,5.598260860018712,0.598260860018712,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
192,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
193,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
194,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
195,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
196,0.9958834097456967,1,34.16384004495336,0.6326637045361734,9,6,5,1,3,12,10,9.0,82.74337095842698,0,6.0,23.16384004495336,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
197,0.9616537065645634,1,24.88460372507059,0.4608259949087146,9,5,4,1,4,10,8,8.0,88.15122815769124,0,4.8846037250705905,16.0,4.8846037250705905,0.8846037250705905,4,18,8,0.5555555555555556,0.4444444444444444,0.4444444444444444,0
198,0.99046124961106,1,31.324889549401192,0.5800905472111332,9,6,5,1,3,12,10,9.0,84.80153039459145,0,6.0,20.324889549401192,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
199,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
200,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
201,0.9272979704402446,1,24.605039256483714,0.4556488751200688,9,5,4,1,4,10,8,8.0,83.62334885866964,0,4.605039256483714,16.0,4.605039256483714,0.6050392564837139,4,18,8,0.5555555555555556,0.4444444444444444,0.4444444444444444,0
202,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
203,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
204,0.9873652434644017,1,31.753024483796384,0.5880189719221552,9,6,5,1,3,12,10,9.0,83.92757057507745,0,6.0,20.753024483796384,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
205,0.9770794067954619,1,31.944972408686027,0.5915735631238154,9,6,5,1,3,12,10,9.0,82.25446216986049,0,6.0,20.944972408686027,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
206,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
207,0.9768642020332025,1,29.14644674606512,0.5397490138160207,9,5,4,1,4,10,8,8.0,86.09522171974862,0,5.0,20.0,5.0,0.85355325393488,5,18,10,0.5555555555555556,0.5555555555555556,0.4444444444444444,0
208,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
209,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
210,0.955718773508779,2,26.423107977704476,0.48931681440193475,9,6,4,2,3,12,8,9.0,84.34177970854434,0,5.717231398030734,16.705876579673742,5.717231398030734,1.7172313980307337,4,18,8,0.6666666666666666,0.4444444444444444,0.4444444444444444,0
211,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
212,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
213,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
214,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
215,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
216,0.9874570262374264,1,32.71342625053933,0.6058041898248023,9,6,5,1,3,12,10,9.0,82.98038552765007,0,6.0,21.713426250539328,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
217,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
218,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
219,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
220,0.9692893989618546,2,34.93446211327497,0.646934483579166,9,6,4,2,3,12,8,9.0,78.12175873705085,0,6.0,23.977367313637473,6.0,1.0429052003625046,5,18,10,0.6666666666666666,0.5555555555555556,0.4444444444444444,0
221,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
222,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
223,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
224,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
225,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
226,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
227,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
228,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
229,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
230,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
231,0.9847079543303658,1,32.921560935122855,0.6096585358356085,9,6,5,1,3,12,10,9.0,82.37638448844983,0,6.0,21.921560935122855,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
232,0.9920279706303545,1,33.39186501203514,0.6183678705932434,9,6,5,1,3,12,10,9.0,82.96016275873592,0,6.0,22.39186501203514,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
233,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
234,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
235,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
236,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
237,0.9855146227897337,1,34.89959657111159,0.6462888253909553,9,6,5,1,3,12,10,9.0,80.51450911061005,0,6.0,23.89959657111159,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
238,0.9649986492680623,2,24.59513720452071,0.45546550378742057,9,5,3,2,4,10,6,8.0,88.36466829008026,0,5.0,16.59513720452071,5.0,2.0,3,18,6,0.5555555555555556,0.3333333333333333,0.3333333333333333,0
239,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
240,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
241,0.980003233788278,2,30.50922411427286,0.5649856317457937,9,6,4,2,3,12,8,9.0,83.99539074083845,0,5.870462867537135,20.0,5.870462867537135,1.2317016208014095,5,18,10,0.6666666666666666,0.5555555555555556,0.4444444444444444,0
242,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
243,0.9783886753965009,1,34.5399013209196,0.6396278022392518,9,6,5,1,3,12,10,9.0,79.84806793617655,0,6.0,23.539901320919597,6.0,1.0,5,18,10,0.6666666666666666,0.5555555555555556,0.5555555555555556,0
244,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
245,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
246,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
247,0.9577010211024134,2,27.573423162789528,0.5106189474590653,9,5,3,2,4,10,6,8.0,84.77545030495995,0,5.0,18.693570304785638,5.0,1.1201471419961102,4,18,8,0.5555555555555556,0.4444444444444444,0.3333333333333333,0
248,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
249,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
250,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
251,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
252,1.0,0,36.0,0.6666666666666666,9,6,6,0,3,12,12,9.0,82.0,0,6.0,24.0,6.0,0.0,6,18,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
